date,phu_name,phu_num,outbreak_group,number_ongoing_outbreaks
2020-11-30,CITY OF OTTAWA,2251,3 Education,5
2020-11-30,CITY OF OTTAWA,2251,2 Congregate Living,2
2020-11-30,CITY OF OTTAWA,2251,1 Congregate Care,20
2020-11-30,CITY OF OTTAWA,2251,5 Recreational,2
2020-11-30,CITY OF OTTAWA,2251,4 Workplace,3
2020-11-30,DURHAM REGION,2230,6 Other/Unknown,1
2020-11-30,DURHAM REGION,2230,5 Recreational,1
2020-11-30,DURHAM REGION,2230,3 Education,7
2020-11-30,DURHAM REGION,2230,1 Congregate Care,6
2020-11-30,DURHAM REGION,2230,4 Workplace,11
2020-11-30,DURHAM REGION,2230,2 Congregate Living,1
2020-11-30,EASTERN ONTARIO,2258,1 Congregate Care,3
2020-11-30,EASTERN ONTARIO,2258,3 Education,4
2020-11-30,GREY BRUCE,2233,1 Congregate Care,3
2020-11-30,GREY BRUCE,2233,4 Workplace,1
2020-11-30,HALDIMAND-NORFOLK,2234,1 Congregate Care,3
2020-11-30,HALDIMAND-NORFOLK,2234,4 Workplace,3
2020-11-30,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,2 Congregate Living,1
2020-11-30,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,6 Other/Unknown,2
2020-11-30,HALTON REGION,2236,1 Congregate Care,11
2020-11-30,HALTON REGION,2236,6 Other/Unknown,1
2020-11-30,HALTON REGION,2236,2 Congregate Living,2
2020-11-30,HALTON REGION,2236,4 Workplace,7
2020-11-30,HALTON REGION,2236,5 Recreational,3
2020-11-30,HALTON REGION,2236,3 Education,2
2020-11-30,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,2
2020-11-30,HURON PERTH,5183,1 Congregate Care,5
2020-11-30,HURON PERTH,5183,5 Recreational,1
2020-11-30,HURON PERTH,5183,4 Workplace,2
2020-11-30,HURON PERTH,5183,3 Education,1
2020-11-30,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,1
2020-11-30,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,2
2020-11-30,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,2
2020-11-30,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,6 Other/Unknown,1
2020-11-30,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3 Education,1
2020-11-30,LAMBTON COUNTY,2242,5 Recreational,1
2020-11-30,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,1
2020-11-30,MIDDLESEX-LONDON,2244,5 Recreational,3
2020-11-30,MIDDLESEX-LONDON,2244,2 Congregate Living,4
2020-11-30,MIDDLESEX-LONDON,2244,1 Congregate Care,5
2020-11-30,MIDDLESEX-LONDON,2244,4 Workplace,4
2020-11-30,NIAGARA REGION,2246,6 Other/Unknown,1
2020-11-30,NIAGARA REGION,2246,5 Recreational,2
2020-11-30,NIAGARA REGION,2246,4 Workplace,4
2020-11-30,NIAGARA REGION,2246,2 Congregate Living,1
2020-11-30,NIAGARA REGION,2246,3 Education,3
2020-11-30,NIAGARA REGION,2246,1 Congregate Care,9
2020-11-30,NORTH BAY PARRY SOUND DISTRICT,2247,5 Recreational,1
2020-11-30,NORTHWESTERN,2249,5 Recreational,1
2020-11-30,NORTHWESTERN,2249,3 Education,2
2020-11-30,NORTHWESTERN,2249,1 Congregate Care,3
2020-11-30,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,1
2020-11-30,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,4
2020-11-30,OXFORD ELGIN-ST.THOMAS,4913,3 Education,2
2020-11-30,OXFORD ELGIN-ST.THOMAS,4913,2 Congregate Living,1
2020-11-30,PEEL REGION,2253,5 Recreational,13
2020-11-30,PEEL REGION,2253,3 Education,53
2020-11-30,PEEL REGION,2253,1 Congregate Care,34
2020-11-30,PEEL REGION,2253,2 Congregate Living,21
2020-11-30,PEEL REGION,2253,4 Workplace,83
2020-11-30,PEEL REGION,2253,6 Other/Unknown,5
2020-11-30,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
2020-11-30,RENFREW COUNTY AND DISTRICT,2257,1 Congregate Care,1
2020-11-30,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
2020-11-30,SIMCOE MUSKOKA DISTRICT,2260,6 Other/Unknown,1
2020-11-30,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,2
2020-11-30,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,3
2020-11-30,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,2
2020-11-30,SIMCOE MUSKOKA DISTRICT,2260,3 Education,4
2020-11-30,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,2
2020-11-30,SUDBURY AND DISTRICT,2261,3 Education,1
2020-11-30,SUDBURY AND DISTRICT,2261,1 Congregate Care,2
2020-11-30,SUDBURY AND DISTRICT,2261,5 Recreational,1
2020-11-30,THUNDER BAY DISTRICT,2262,4 Workplace,1
2020-11-30,THUNDER BAY DISTRICT,2262,1 Congregate Care,1
2020-11-30,THUNDER BAY DISTRICT,2262,2 Congregate Living,1
2020-11-30,THUNDER BAY DISTRICT,2262,5 Recreational,2
2020-11-30,TIMISKAMING,2263,4 Workplace,1
2020-11-30,TORONTO,3895,6 Other/Unknown,7
2020-11-30,TORONTO,3895,4 Workplace,42
2020-11-30,TORONTO,3895,3 Education,34
2020-11-30,TORONTO,3895,2 Congregate Living,21
2020-11-30,TORONTO,3895,1 Congregate Care,50
2020-11-30,TORONTO,3895,5 Recreational,5
2020-11-30,WATERLOO REGION,2265,6 Other/Unknown,2
2020-11-30,WATERLOO REGION,2265,5 Recreational,5
2020-11-30,WATERLOO REGION,2265,4 Workplace,8
2020-11-30,WATERLOO REGION,2265,2 Congregate Living,2
2020-11-30,WATERLOO REGION,2265,1 Congregate Care,4
2020-11-30,WATERLOO REGION,2265,3 Education,6
2020-11-30,WELLINGTON-DUFFERIN-GUELPH,2266,6 Other/Unknown,1
2020-11-30,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,8
2020-11-30,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,4
2020-11-30,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,1
2020-11-30,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,8
2020-11-30,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,1
2020-11-30,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,2
2020-11-30,WINDSOR-ESSEX COUNTY,2268,5 Recreational,1
2020-11-30,WINDSOR-ESSEX COUNTY,2268,4 Workplace,6
2020-11-30,WINDSOR-ESSEX COUNTY,2268,3 Education,2
2020-11-30,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,4
2020-11-30,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,9
2020-11-30,YORK REGION,2270,5 Recreational,8
2020-11-30,YORK REGION,2270,6 Other/Unknown,3
2020-11-30,YORK REGION,2270,4 Workplace,29
2020-11-30,YORK REGION,2270,3 Education,22
2020-11-30,YORK REGION,2270,2 Congregate Living,2
2020-11-30,YORK REGION,2270,1 Congregate Care,16
2020-12-01,BRANT COUNTY,2227,4 Workplace,3
2020-12-01,BRANT COUNTY,2227,2 Congregate Living,1
2020-12-01,BRANT COUNTY,2227,1 Congregate Care,3
2020-12-01,BRANT COUNTY,2227,5 Recreational,1
2020-12-01,CHATHAM-KENT,2240,3 Education,1
2020-12-01,CHATHAM-KENT,2240,4 Workplace,2
2020-12-01,CHATHAM-KENT,2240,5 Recreational,1
2020-12-01,CITY OF HAMILTON,2237,6 Other/Unknown,2
2020-12-01,CITY OF HAMILTON,2237,5 Recreational,1
2020-12-01,CITY OF HAMILTON,2237,4 Workplace,3
2020-12-01,CITY OF HAMILTON,2237,2 Congregate Living,2
2020-12-01,CITY OF HAMILTON,2237,3 Education,2
2020-12-01,CITY OF HAMILTON,2237,1 Congregate Care,9
2020-12-01,CITY OF OTTAWA,2251,1 Congregate Care,21
2020-12-01,CITY OF OTTAWA,2251,5 Recreational,2
2020-12-01,CITY OF OTTAWA,2251,4 Workplace,3
2020-12-01,CITY OF OTTAWA,2251,2 Congregate Living,2
2020-12-01,CITY OF OTTAWA,2251,3 Education,5
2020-12-01,DURHAM REGION,2230,4 Workplace,11
2020-12-01,DURHAM REGION,2230,1 Congregate Care,6
2020-12-01,DURHAM REGION,2230,5 Recreational,2
2020-12-01,DURHAM REGION,2230,3 Education,7
2020-12-01,DURHAM REGION,2230,6 Other/Unknown,1
2020-12-01,DURHAM REGION,2230,2 Congregate Living,1
2020-12-01,EASTERN ONTARIO,2258,1 Congregate Care,2
2020-12-01,EASTERN ONTARIO,2258,3 Education,4
2020-12-01,GREY BRUCE,2233,1 Congregate Care,3
2020-12-01,GREY BRUCE,2233,4 Workplace,1
2020-12-01,HALDIMAND-NORFOLK,2234,1 Congregate Care,3
2020-12-01,HALDIMAND-NORFOLK,2234,4 Workplace,3
2020-12-01,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,6 Other/Unknown,2
2020-12-01,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,2 Congregate Living,1
2020-12-01,HALTON REGION,2236,6 Other/Unknown,1
2020-12-01,HALTON REGION,2236,5 Recreational,3
2020-12-01,HALTON REGION,2236,3 Education,3
2020-12-01,HALTON REGION,2236,2 Congregate Living,2
2020-12-01,HALTON REGION,2236,1 Congregate Care,12
2020-12-01,HALTON REGION,2236,4 Workplace,7
2020-12-01,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,2
2020-12-01,HURON PERTH,5183,4 Workplace,2
2020-12-01,HURON PERTH,5183,1 Congregate Care,5
2020-12-01,HURON PERTH,5183,5 Recreational,1
2020-12-01,HURON PERTH,5183,3 Education,1
2020-12-01,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,6 Other/Unknown,1
2020-12-01,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,2
2020-12-01,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,1
2020-12-01,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
2020-12-01,LAMBTON COUNTY,2242,5 Recreational,1
2020-12-01,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,1
2020-12-01,MIDDLESEX-LONDON,2244,1 Congregate Care,5
2020-12-01,MIDDLESEX-LONDON,2244,5 Recreational,3
2020-12-01,MIDDLESEX-LONDON,2244,2 Congregate Living,4
2020-12-01,MIDDLESEX-LONDON,2244,4 Workplace,4
2020-12-01,NIAGARA REGION,2246,6 Other/Unknown,1
2020-12-01,NIAGARA REGION,2246,2 Congregate Living,2
2020-12-01,NIAGARA REGION,2246,5 Recreational,1
2020-12-01,NIAGARA REGION,2246,4 Workplace,5
2020-12-01,NIAGARA REGION,2246,1 Congregate Care,9
2020-12-01,NIAGARA REGION,2246,3 Education,3
2020-12-01,NORTH BAY PARRY SOUND DISTRICT,2247,5 Recreational,1
2020-12-01,NORTHWESTERN,2249,5 Recreational,1
2020-12-01,NORTHWESTERN,2249,3 Education,2
2020-12-01,NORTHWESTERN,2249,1 Congregate Care,3
2020-12-01,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,4
2020-12-01,OXFORD ELGIN-ST.THOMAS,4913,3 Education,2
2020-12-01,OXFORD ELGIN-ST.THOMAS,4913,2 Congregate Living,1
2020-12-01,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,1
2020-12-01,PEEL REGION,2253,3 Education,53
2020-12-01,PEEL REGION,2253,2 Congregate Living,22
2020-12-01,PEEL REGION,2253,1 Congregate Care,34
2020-12-01,PEEL REGION,2253,6 Other/Unknown,5
2020-12-01,PEEL REGION,2253,5 Recreational,13
2020-12-01,PEEL REGION,2253,4 Workplace,82
2020-12-01,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
2020-12-01,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
2020-12-01,RENFREW COUNTY AND DISTRICT,2257,1 Congregate Care,1
2020-12-01,SIMCOE MUSKOKA DISTRICT,2260,6 Other/Unknown,1
2020-12-01,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
2020-12-01,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,3
2020-12-01,SIMCOE MUSKOKA DISTRICT,2260,3 Education,4
2020-12-01,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,2
2020-12-01,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,1
2020-12-01,SUDBURY AND DISTRICT,2261,5 Recreational,1
2020-12-01,SUDBURY AND DISTRICT,2261,3 Education,1
2020-12-01,SUDBURY AND DISTRICT,2261,1 Congregate Care,2
2020-12-01,THUNDER BAY DISTRICT,2262,5 Recreational,2
2020-12-01,THUNDER BAY DISTRICT,2262,4 Workplace,1
2020-12-01,THUNDER BAY DISTRICT,2262,2 Congregate Living,1
2020-12-01,THUNDER BAY DISTRICT,2262,1 Congregate Care,1
2020-12-01,TIMISKAMING,2263,4 Workplace,1
2020-12-01,TORONTO,3895,5 Recreational,6
2020-12-01,TORONTO,3895,4 Workplace,42
2020-12-01,TORONTO,3895,3 Education,36
2020-12-01,TORONTO,3895,2 Congregate Living,21
2020-12-01,TORONTO,3895,1 Congregate Care,51
2020-12-01,TORONTO,3895,6 Other/Unknown,7
2020-12-01,WATERLOO REGION,2265,6 Other/Unknown,2
2020-12-01,WATERLOO REGION,2265,5 Recreational,6
2020-12-01,WATERLOO REGION,2265,4 Workplace,8
2020-12-01,WATERLOO REGION,2265,3 Education,6
2020-12-01,WATERLOO REGION,2265,2 Congregate Living,2
2020-12-01,WATERLOO REGION,2265,1 Congregate Care,4
2020-12-01,WELLINGTON-DUFFERIN-GUELPH,2266,6 Other/Unknown,1
2020-12-01,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,1
2020-12-01,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,8
2020-12-01,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,4
2020-12-01,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,1
2020-12-01,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,8
2020-12-01,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,2
2020-12-01,WINDSOR-ESSEX COUNTY,2268,5 Recreational,1
2020-12-01,WINDSOR-ESSEX COUNTY,2268,4 Workplace,6
2020-12-01,WINDSOR-ESSEX COUNTY,2268,3 Education,2
2020-12-01,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,4
2020-12-01,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,11
2020-12-01,YORK REGION,2270,6 Other/Unknown,3
2020-12-01,YORK REGION,2270,5 Recreational,8
2020-12-01,YORK REGION,2270,4 Workplace,30
2020-12-01,YORK REGION,2270,3 Education,21
2020-12-01,YORK REGION,2270,2 Congregate Living,2
2020-12-01,YORK REGION,2270,1 Congregate Care,17
2020-12-02,BRANT COUNTY,2227,4 Workplace,3
2020-12-02,BRANT COUNTY,2227,5 Recreational,1
2020-12-02,BRANT COUNTY,2227,1 Congregate Care,3
2020-12-02,BRANT COUNTY,2227,2 Congregate Living,1
2020-12-02,CHATHAM-KENT,2240,4 Workplace,1
2020-12-02,CHATHAM-KENT,2240,1 Congregate Care,1
2020-12-02,CHATHAM-KENT,2240,3 Education,1
2020-12-02,CHATHAM-KENT,2240,5 Recreational,1
2020-12-02,CITY OF HAMILTON,2237,4 Workplace,6
2020-12-02,CITY OF HAMILTON,2237,1 Congregate Care,9
2020-12-02,CITY OF HAMILTON,2237,2 Congregate Living,2
2020-12-02,CITY OF HAMILTON,2237,5 Recreational,1
2020-12-02,CITY OF HAMILTON,2237,3 Education,4
2020-12-02,CITY OF OTTAWA,2251,5 Recreational,2
2020-12-02,CITY OF OTTAWA,2251,2 Congregate Living,2
2020-12-02,CITY OF OTTAWA,2251,3 Education,7
2020-12-02,CITY OF OTTAWA,2251,4 Workplace,3
2020-12-02,CITY OF OTTAWA,2251,1 Congregate Care,20
2020-12-02,DURHAM REGION,2230,3 Education,9
2020-12-02,DURHAM REGION,2230,4 Workplace,10
2020-12-02,DURHAM REGION,2230,2 Congregate Living,2
2020-12-02,DURHAM REGION,2230,5 Recreational,2
2020-12-02,DURHAM REGION,2230,1 Congregate Care,5
2020-12-02,EASTERN ONTARIO,2258,3 Education,4
2020-12-02,EASTERN ONTARIO,2258,1 Congregate Care,2
2020-12-02,GREY BRUCE,2233,1 Congregate Care,3
2020-12-02,HALDIMAND-NORFOLK,2234,1 Congregate Care,2
2020-12-02,HALDIMAND-NORFOLK,2234,4 Workplace,3
2020-12-02,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,5 Recreational,1
2020-12-02,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,2 Congregate Living,1
2020-12-02,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,3 Education,1
2020-12-02,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,4 Workplace,2
2020-12-02,HALTON REGION,2236,1 Congregate Care,12
2020-12-02,HALTON REGION,2236,2 Congregate Living,2
2020-12-02,HALTON REGION,2236,5 Recreational,4
2020-12-02,HALTON REGION,2236,4 Workplace,6
2020-12-02,HALTON REGION,2236,3 Education,3
2020-12-02,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,3
2020-12-02,HURON PERTH,5183,5 Recreational,1
2020-12-02,HURON PERTH,5183,4 Workplace,1
2020-12-02,HURON PERTH,5183,3 Education,1
2020-12-02,HURON PERTH,5183,1 Congregate Care,4
2020-12-02,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,2
2020-12-02,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,1
2020-12-02,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
2020-12-02,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,6 Other/Unknown,1
2020-12-02,LAMBTON COUNTY,2242,5 Recreational,1
2020-12-02,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,1
2020-12-02,MIDDLESEX-LONDON,2244,1 Congregate Care,5
2020-12-02,MIDDLESEX-LONDON,2244,2 Congregate Living,4
2020-12-02,MIDDLESEX-LONDON,2244,4 Workplace,4
2020-12-02,MIDDLESEX-LONDON,2244,5 Recreational,3
2020-12-02,MIDDLESEX-LONDON,2244,3 Education,1
2020-12-02,NIAGARA REGION,2246,6 Other/Unknown,1
2020-12-02,NIAGARA REGION,2246,5 Recreational,1
2020-12-02,NIAGARA REGION,2246,4 Workplace,5
2020-12-02,NIAGARA REGION,2246,3 Education,3
2020-12-02,NIAGARA REGION,2246,2 Congregate Living,2
2020-12-02,NIAGARA REGION,2246,1 Congregate Care,9
2020-12-02,NORTH BAY PARRY SOUND DISTRICT,2247,5 Recreational,1
2020-12-02,NORTHWESTERN,2249,2 Congregate Living,1
2020-12-02,NORTHWESTERN,2249,3 Education,3
2020-12-02,NORTHWESTERN,2249,1 Congregate Care,3
2020-12-02,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,3
2020-12-02,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,1
2020-12-02,OXFORD ELGIN-ST.THOMAS,4913,2 Congregate Living,1
2020-12-02,OXFORD ELGIN-ST.THOMAS,4913,3 Education,2
2020-12-02,PEEL REGION,2253,6 Other/Unknown,1
2020-12-02,PEEL REGION,2253,5 Recreational,12
2020-12-02,PEEL REGION,2253,4 Workplace,82
2020-12-02,PEEL REGION,2253,3 Education,55
2020-12-02,PEEL REGION,2253,2 Congregate Living,22
2020-12-02,PEEL REGION,2253,1 Congregate Care,31
2020-12-02,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
2020-12-02,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
2020-12-02,RENFREW COUNTY AND DISTRICT,2257,1 Congregate Care,1
2020-12-02,SIMCOE MUSKOKA DISTRICT,2260,6 Other/Unknown,1
2020-12-02,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,2
2020-12-02,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,3
2020-12-02,SIMCOE MUSKOKA DISTRICT,2260,3 Education,4
2020-12-02,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,3
2020-12-02,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,1
2020-12-02,SUDBURY AND DISTRICT,2261,5 Recreational,1
2020-12-02,SUDBURY AND DISTRICT,2261,3 Education,1
2020-12-02,SUDBURY AND DISTRICT,2261,1 Congregate Care,2
2020-12-02,THUNDER BAY DISTRICT,2262,5 Recreational,1
2020-12-02,THUNDER BAY DISTRICT,2262,4 Workplace,2
2020-12-02,THUNDER BAY DISTRICT,2262,2 Congregate Living,1
2020-12-02,THUNDER BAY DISTRICT,2262,1 Congregate Care,1
2020-12-02,TORONTO,3895,6 Other/Unknown,5
2020-12-02,TORONTO,3895,5 Recreational,5
2020-12-02,TORONTO,3895,4 Workplace,30
2020-12-02,TORONTO,3895,3 Education,36
2020-12-02,TORONTO,3895,2 Congregate Living,22
2020-12-02,TORONTO,3895,1 Congregate Care,56
2020-12-02,WATERLOO REGION,2265,6 Other/Unknown,1
2020-12-02,WATERLOO REGION,2265,5 Recreational,6
2020-12-02,WATERLOO REGION,2265,4 Workplace,10
2020-12-02,WATERLOO REGION,2265,3 Education,6
2020-12-02,WATERLOO REGION,2265,2 Congregate Living,1
2020-12-02,WATERLOO REGION,2265,1 Congregate Care,4
2020-12-02,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,2
2020-12-02,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,8
2020-12-02,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,3
2020-12-02,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,1
2020-12-02,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,7
2020-12-02,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,1
2020-12-02,WINDSOR-ESSEX COUNTY,2268,5 Recreational,1
2020-12-02,WINDSOR-ESSEX COUNTY,2268,4 Workplace,7
2020-12-02,WINDSOR-ESSEX COUNTY,2268,3 Education,2
2020-12-02,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,4
2020-12-02,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,12
2020-12-02,YORK REGION,2270,5 Recreational,9
2020-12-02,YORK REGION,2270,4 Workplace,31
2020-12-02,YORK REGION,2270,3 Education,23
2020-12-02,YORK REGION,2270,2 Congregate Living,3
2020-12-02,YORK REGION,2270,1 Congregate Care,17
2020-12-03,BRANT COUNTY,2227,1 Congregate Care,3
2020-12-03,BRANT COUNTY,2227,4 Workplace,3
2020-12-03,BRANT COUNTY,2227,2 Congregate Living,1
2020-12-03,BRANT COUNTY,2227,5 Recreational,1
2020-12-03,CHATHAM-KENT,2240,3 Education,1
2020-12-03,CHATHAM-KENT,2240,5 Recreational,1
2020-12-03,CHATHAM-KENT,2240,4 Workplace,1
2020-12-03,CHATHAM-KENT,2240,1 Congregate Care,1
2020-12-03,CITY OF HAMILTON,2237,5 Recreational,1
2020-12-03,CITY OF HAMILTON,2237,1 Congregate Care,10
2020-12-03,CITY OF HAMILTON,2237,3 Education,3
2020-12-03,CITY OF HAMILTON,2237,4 Workplace,7
2020-12-03,CITY OF HAMILTON,2237,2 Congregate Living,2
2020-12-03,CITY OF OTTAWA,2251,2 Congregate Living,2
2020-12-03,CITY OF OTTAWA,2251,3 Education,9
2020-12-03,CITY OF OTTAWA,2251,1 Congregate Care,20
2020-12-03,CITY OF OTTAWA,2251,4 Workplace,3
2020-12-03,CITY OF OTTAWA,2251,5 Recreational,2
2020-12-03,CITY OF OTTAWA,2251,6 Other/Unknown,1
2020-12-03,DURHAM REGION,2230,1 Congregate Care,6
2020-12-03,DURHAM REGION,2230,5 Recreational,2
2020-12-03,DURHAM REGION,2230,4 Workplace,10
2020-12-03,DURHAM REGION,2230,3 Education,8
2020-12-03,DURHAM REGION,2230,2 Congregate Living,2
2020-12-03,EASTERN ONTARIO,2258,1 Congregate Care,2
2020-12-03,EASTERN ONTARIO,2258,3 Education,4
2020-12-03,GREY BRUCE,2233,1 Congregate Care,3
2020-12-03,HALDIMAND-NORFOLK,2234,1 Congregate Care,2
2020-12-03,HALDIMAND-NORFOLK,2234,4 Workplace,3
2020-12-03,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,2 Congregate Living,1
2020-12-03,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,3 Education,1
2020-12-03,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,5 Recreational,1
2020-12-03,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,4 Workplace,2
2020-12-03,HALTON REGION,2236,2 Congregate Living,2
2020-12-03,HALTON REGION,2236,3 Education,2
2020-12-03,HALTON REGION,2236,4 Workplace,5
2020-12-03,HALTON REGION,2236,5 Recreational,4
2020-12-03,HALTON REGION,2236,1 Congregate Care,12
2020-12-03,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,3
2020-12-03,HURON PERTH,5183,5 Recreational,1
2020-12-03,HURON PERTH,5183,4 Workplace,1
2020-12-03,HURON PERTH,5183,3 Education,1
2020-12-03,HURON PERTH,5183,1 Congregate Care,5
2020-12-03,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,6 Other/Unknown,1
2020-12-03,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,1
2020-12-03,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,3
2020-12-03,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
2020-12-03,LAMBTON COUNTY,2242,5 Recreational,1
2020-12-03,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,1
2020-12-03,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,1 Congregate Care,1
2020-12-03,MIDDLESEX-LONDON,2244,5 Recreational,3
2020-12-03,MIDDLESEX-LONDON,2244,4 Workplace,5
2020-12-03,MIDDLESEX-LONDON,2244,3 Education,1
2020-12-03,MIDDLESEX-LONDON,2244,2 Congregate Living,4
2020-12-03,MIDDLESEX-LONDON,2244,1 Congregate Care,5
2020-12-03,NIAGARA REGION,2246,5 Recreational,1
2020-12-03,NIAGARA REGION,2246,4 Workplace,4
2020-12-03,NIAGARA REGION,2246,6 Other/Unknown,1
2020-12-03,NIAGARA REGION,2246,2 Congregate Living,2
2020-12-03,NIAGARA REGION,2246,1 Congregate Care,9
2020-12-03,NIAGARA REGION,2246,3 Education,3
2020-12-03,NORTH BAY PARRY SOUND DISTRICT,2247,5 Recreational,1
2020-12-03,NORTHWESTERN,2249,3 Education,2
2020-12-03,NORTHWESTERN,2249,2 Congregate Living,1
2020-12-03,NORTHWESTERN,2249,1 Congregate Care,3
2020-12-03,OXFORD ELGIN-ST.THOMAS,4913,6 Other/Unknown,1
2020-12-03,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,5
2020-12-03,OXFORD ELGIN-ST.THOMAS,4913,3 Education,2
2020-12-03,OXFORD ELGIN-ST.THOMAS,4913,2 Congregate Living,1
2020-12-03,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,1
2020-12-03,PEEL REGION,2253,6 Other/Unknown,2
2020-12-03,PEEL REGION,2253,5 Recreational,11
2020-12-03,PEEL REGION,2253,4 Workplace,81
