Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
LPG,Esso,34515 Old Yale Rd,,Abbotsford,BC,V2S 8G2,,604-859-2199,E,,Public,9am-9pm daily,A Cash CFN Comdata D Debit EFS M PacificPride V Wright_Exp,,,,,,,,,,200-9,49.04731,-122.268722,2020-09-03,84395,2020-09-03 19:46:38 UTC,P,,,1996-06-15,,,false,,,CA,,9:00-21:00 tous les jours,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Day & Night #2,4381 Handlen Rd,,Prince George,BC,V2K 4P9,,250-962-2256,E,,Public,6am-9:50pm daily,A ARI Cash CFN Comdata Debit EFS M PacificPride V Wright_Exp,,,,,,,,,,200-9,53.996006,-122.80015,2020-09-03,84396,2020-09-03 19:46:38 UTC,P,,,1987-02-20,,,true,,,CA,,6:00-21:50 tous les jours,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Diamond Head Motors,1008 Industrial Way,,Squamish,BC,V8B 0G9,,604-892-3365,E,,Public,"8am-6pm M-F, 8am-5pm Sat",ARI Cash Debit M PHH V,,,,,,,,,,200-9,49.718636,-123.151594,2020-03-05,84398,2020-12-01 16:39:03 UTC,P,,,2017-02-20,,,true,,,CA,,"8:00-18:00 LUN-VEN, 8:00-17:00 SAM",,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Petro-Canada,19181 Lougheed Hwy,,Pitt Meadows,BC,V3Y 2J5,,604-465-7022,E,,Public,6am-10pm daily,A Cash CFN Comdata Debit EFS M PHH SuperPass TCH Tchek V Wright_Exp,,,,,,,,,,200-9,49.231612,-122.689753,2020-03-05,84399,2020-12-01 17:26:52 UTC,P,,,1984-03-15,,,true,,,CA,,6:00-22:00 tous les jours,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
LPG,West Coast Fuels,16384 Fraser Hwy,,Surrey,BC,V4N 0G4,,604-594-0020,E,,Public,24 hours daily,A Cash Checks D Debit M V,,,,,,,,,,200-9,49.152988,-122.768224,2020-03-05,84401,2020-12-01 17:42:22 UTC,P,,,2002-03-05,,,true,,,CA,,Accessible 24 heures,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Gateway Travel Centre,175 Kokanee Way,,Kamloops,BC,V2C 6Z2,,250-573-0032,E,,Public,9am-7pm daily,A Cash Debit M Proprietor SuperPass V,,,,,,,,,,200-9,50.66054,-120.119146,2020-12-08,84402,2020-12-08 19:44:26 UTC,P,,,2016-12-01,,,true,,,CA,,9:00-19:00 tous les jours,,Public,,public,,,TRAVEL_CENTER,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Glenmerry Husky,2845 Highway Dr,,Trail,BC,V1R 2T2,,250-368-6845,E,,Public,6am-11pm daily; Also accepts HuskyPRO fleet card,A Cash CFN Comdata Debit EFS M PacificPride PHH Proprietor TCH Tchek V Wright_Exp,,,,,,,,,,200-9,49.09831,-117.681295,2020-07-13,84403,2020-07-13 20:37:05 UTC,P,,,2018-01-15,,,true,,,CA,,6:00-23:00 tous les jours; Accepte aussi les cartes de flotte HuskyPRO,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Chevron - Hi Lo Fuels,11614 96th Ave,,North Delta,BC,V4C 3W7,,604-583-4046,E,,Public,24 hours daily,ARI Cash Debit M PHH V,,,,,,,,,,200-9,49.176812,-122.900693,2020-03-05,84404,2020-12-01 16:35:42 UTC,P,,,,,,true,,,CA,,Accessible 24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
ELEC,Clarke Nissan,2 Upton Rd,,Charlottetown,PE,C1A 7K2,,902-892-6577,E,,Public - Call ahead,24 hours daily,,,,,,1,,,Non-Networked,,200-9,46.262356,-63.168548,2021-01-07,84406,2021-01-07 16:08:57 UTC,P,,,2017-03-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Biotope Aliments Sante,461 Av Saint-Charles,,Vaudreuil-Dorion,QC,J7V 2N4,,450-218-7878,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.402114,-74.028929,2019-07-10,84408,2020-04-14 22:13:47 UTC,P,,,2016-03-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,GROCERY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Waterpark Place,88 Queens Quay W,,Toronto,ON,M5J 0B8,,416-955-2777,E,,Public,24 hours daily,,,,,,14,,,Non-Networked,,200-9,43.64065,-79.378999,2020-01-06,84409,2020-04-14 22:13:47 UTC,P,,,2014-06-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Centre Hospitalier,1000 Blvd Sainte-Anne,,Saint-Charles-Borromee,QC,J6E 6J2,,,E,,Private,For employee use only,,,,,,3,,,Non-Networked,,200-9,46.039347,-73.457026,2019-09-11,84411,2020-04-14 22:13:47 UTC,P,,,2019-03-21,,,,,J1772,CA,,Usage des employé(e)s seulement,,Privé,,private,,,HOSPITAL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Centre Touristique du Lac-Simon,1216 rue Principale,,Duhamel,QC,J0V 1G0,,,E,,Private,24 hours daily,,,,,,1,,,Non-Networked,,200-9,46.008051,-75.089792,2019-08-09,84413,2020-04-14 22:13:47 UTC,P,,,2014-09-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Privé,,private,,,CAMPGROUND,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Epicerie Claudin Malenfant,297 Ave Sirois,,Rimouski,QC,G5L 6C1,,418-723-3873,E,,Public,6:30am-10:30pm daily,,,,,,1,,,Non-Networked,,200-9,48.439975,-68.53139,2021-02-12,84414,2021-02-12 22:01:39 UTC,P,,,2016-06-15,,,,,J1772,CA,,6:30- 22:30 tous les jours,,Public,,public,,,GROCERY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Familiprix Hugo Flamand et Alexandre Comtois,157 rue Beaudry N,,Joliette,QC,J6E 6A7,,450-960-5529,E,,Public,Store business hours; for client use only,,,,,,1,,,Non-Networked,,200-9,46.020164,-73.451721,2019-09-11,84415,2020-04-14 22:13:47 UTC,P,,,2015-10-15,,,,,J1772,CA,,Heure d'ouverture du magasin; Ã  l'usage des clients seulement,,Public,,public,,,PHARMACY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Familiprix Hugo Flamand et Alexandre Comtois,157 rue Beaudry N,,Joliette,QC,J6E 6A7,,450-960-5529,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,46.020164,-73.451721,2019-09-11,84416,2020-04-14 22:13:47 UTC,P,,,2015-10-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,PHARMACY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,General Dynamics,55 rue Masson,,Salaberry-de-Valleyfield,QC,J6S 4V9,,,E,,Private,For employee use only,,,,,,4,,,Non-Networked,,200-8,45.278365,-74.079682,2020-04-10,84417,2020-04-14 22:13:47 UTC,P,,,2016-12-15,,,,,J1772,CA,,Å usage des employés seulement,,Privé,,private,,,UTILITY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Hotel de Ville,412 9 rue boul. Desrochers,,La Pocatiere,QC,G0R 1Z0,,,E,,Private,For employee use only,,,,,,1,,,Non-Networked,,200-8,47.370783,-70.033801,2019-09-11,84418,2020-12-04 19:41:38 UTC,P,,,2015-06-15,,,,,J1772,CA,,Ã€ l'usage des employÃ©s seulement,,Privé,,private,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,La Cite de l'Energie,1000 Av Melville,,Shawinigan,QC,G9N 6T9,,819-536-8516,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,46.532312,-72.755061,2021-02-12,84419,2021-02-12 22:01:39 UTC,P,,,2015-06-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,PARK,,,,,,,Free with cost of parking,Gratuit avec frais de stationnement,,,,,,,,
ELEC,Paquet Mitsubishi,1 Chemin des Iles,,Levis,QC,G6W 8B6,,418-835-6161,E,,Public - Call ahead,24 hours daily; for client use only,,,,,,4,,,Non-Networked,,200-9,46.767966,-71.199815,2019-09-11,84421,2020-04-14 22:13:47 UTC,P,,,2012-08-27,,,,,J1772,CA,,Accessible 24 heures par jour; pour usage des clients seulement,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Beban Park Pool,2300 Bowen Rd,,Nanaimo,BC,V9T 3K7,,250-756-5200,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,49.194792,-123.993623,2021-02-12,84427,2021-02-12 22:01:39 UTC,P,,,2018-10-11,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,PARK,,,,,,,Free,Gratuit,,,,,,,,
ELEC,City of Fernie,501 3rd Ave,,Fernie,BC,V0B 1M0,,250-423-6817,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,49.503248,-115.061752,2020-07-13,84428,2020-07-13 20:37:05 UTC,P,,,2013-03-29,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Le Pignon Rouge Restaurant et Bar Laitier,491 boul. Saint-Laurent E,,Louiseville,QC,J5V 1J1,,819-228-3811,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,46.25716,-72.928231,2019-09-11,84429,2020-04-14 22:13:47 UTC,P,,,2016-05-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,
ELEC,City of Port Moody - City Hall,100 Newport Dr,,Port Moody,BC,V3H 5C3,,604-469-4500,E,,Public,7am-9pm daily,,,,,,2,,,Non-Networked,,200-8,49.282357,-122.828752,2020-03-05,84431,2020-08-25 14:49:40 UTC,P,,,2014-03-31,,,,,J1772,CA,,7:00-21:00 tous les jours,,Public,,public,,,MUNI_GOV,,,,,,,$2 per hour for first 4 hours and $1 per hour after,les 1ere 4 heures coûte $2 et apres $1 par heure,,,,,,,,
ELEC,McDonald's,465 Av de la Grande-Anse,,La Pocatiere,QC,G0R 1Z0,,418-856-2066,E,,Public,24 hours daily,Cash,,,,,2,,,Non-Networked,,200-9,47.371008,-70.04191,2018-09-10,84432,2020-05-06 15:18:55 UTC,P,,,2016-06-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,$1 per hour,1$ par heure,,,,,,,,
ELEC,Burnaby Central Secondary School,6011 Deer Lake Pkwy,,Burnaby,BC,V5G 0A9,,,E,,Private,24 hours daily,,,,,,2,,,Non-Networked,,200-9,49.243317,-122.976108,2020-07-13,84434,2020-07-13 20:37:05 UTC,P,,,2016-04-25,,,,,J1772,CA,,Accessible 24 heures par jour,,Privé,,private,,,SCHOOL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,City of Port Moody - Works Yard,3250 Murray St,,Port Moody,BC,V3H 1X8,,604-469-4574,E,,Private,7am-3pm M-F,,,,,,1,,,Non-Networked,,200-9,49.28071,-122.831101,2020-03-05,84435,2020-08-25 14:59:42 UTC,P,,,2013-03-31,,,,,J1772,CA,,7:00-15:00 LUN-VEN,,Privé,,private,,,MUNI_GOV,,,,,,,1st 4 hours is $2 and $1 after,Les 1er 4 heures coûte $2 et $1 apres,,,,,,,,
ELEC,City of Port Moody - Recreation Complex,300 Ioco Rd,,Port Moody,BC,V3H 5M9,,604-469-4556,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,49.283848,-122.832525,2020-03-05,84436,2020-08-25 16:07:16 UTC,P,,,2015-03-31,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,$2 per hour for first 4 hours and $1 per hour after,les 1ere 4 heures coûte $2 et apres $1 par heure,,,,,,,,
ELEC,City of Port Moody - Kyle Centre,125 Kyle St,,Port Moody,BC,V3H 2B2,,604-469-4561,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,49.275957,-122.85754,2020-03-05,84437,2020-08-25 14:56:25 UTC,P,,,2013-03-31,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Salaberry-de-Valleyfield - Gestion du territoire,275 rue Hebert,,Salaberry-de-Valleyfield,QC,J6S 5Y9,,,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,45.25852,-74.113364,2020-04-10,84439,2020-04-14 22:13:47 UTC,P,,,2013-03-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Salaberry-de-Valleyfield - Gestion du territoire,275 rue Hebert,,Salaberry-de-Valleyfield,QC,J6S 5Y9,,,E,,Private,For employee use only,,,,,,1,,,Non-Networked,,200-8,45.25852,-74.113364,2020-04-10,84440,2020-04-14 22:13:47 UTC,P,,,2013-03-15,,,,,J1772,CA,,Ã€ l'usage des employÃ©s seulement,,Privé,,private,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Carter Chevrolet,800 Automall Dr,,North Vancouver,BC,V7P 3R8,,604-987-5231,E,,Private,"7.30am-8.30pm daily, for customers only",,,,,,5,,,Non-Networked,,200-9,49.316582,-123.095784,2020-09-03,84441,2020-09-03 19:46:38 UTC,P,,,2011-09-15,,,,,J1772,CA,,"7:30-20:30 tous les jours, pour les clients seulement",,Privé,,private,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Camping Rouillard,5095 Av du Tour-du-Lac,,Lac-a-la-Tortue,QC,G0X 1L0,,819-538-2159,E,,Public,8am-9pm daily,Cash,,,,,1,,,Non-Networked,,200-9,46.616331,-72.612345,2019-09-11,84443,2020-04-14 22:13:47 UTC,P,,,2015-09-05,,,,,J1772,CA,,8:00-21:00 tous les jours,,Public,,public,,,CAMPGROUND,,,,,,,$2 per hour,2.$ par heure,,,,,,,,
ELEC,Clayoquot Sound Community Theatre,384 Campbell St,,Tofino,BC,V0R 2Z0,,250-725-3229,E,,Public,24 hours daily; parking fee required,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,49.152761,-125.905023,2019-11-08,84446,2021-01-19 19:26:12 UTC,P,,,2013-03-15,,,,,J1772 TESLA,CA,,Accessible 24 heures par jour; frais de stationnement requis,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
CNG,Petro-Canada,5111 Grant McConachie Way,Vancouver Airport,Richmond,BC,V7B 0A4,,604-231-8748,E,,Public,24 hours daily; Also accepts Petro Fleet Card,Cash Debit M V,,Q,3000,,,,,,,200-9,49.19257,-123.171463,2020-09-03,84451,2020-09-03 19:46:38 UTC,P,,,2017-03-27,,HD,,,,CA,AÃ©roport de Vancouver,Accessible 24 heures par jour; Accepte aussi les cartes de flotte Petro,,Public,,public,,,GAS_STATION,2,,,,,,,,,,,Q,3000,HD,,
LPG,Lavington Superette,6015 Highway 6,,Vernon,BC,V1B 3L9,,250-542-4658,E,,Public,"6am- 9pm M-Sat, 7am-8pm Sun",A Cash D Debit M V,,,,,,,,,,200-9,50.240166,-119.092072,2020-07-13,84453,2020-07-13 20:37:05 UTC,P,,,1997-03-31,,,true,,,CA,,6:00- 21:00 LUN-SAM; 7:00- 20:00 DIM,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Esso Tantallon,4 French Village Station Rd,,Upper Tantallon,NS,B3Z 1C7,,902-826-1977,E,,Public,Dawn to dusk daily; Also accepts Esso fleet card,A Cash CFN Comdata D Debit EFS M PacificPride PHH Proprietor TCH Tchek V Wright_Exp,,,,,,,,,,200-9,44.690222,-63.876419,2020-08-10,84456,2020-08-10 13:16:18 UTC,P,,,2013-04-15,,,true,,,CA,,Du lever au coucher du soleil tous les jours; Accepte aussi les cartes de flotte Esso,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
ELEC,La Coop Agrivert,1071 Montee Saint-Laurent,,Saint-Barthelemy,QC,J0K 1X0,,450-885-3811,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,46.176473,-73.099841,2019-03-11,84457,2020-05-06 15:18:55 UTC,P,,,2019-02-20,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,OTHER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,SPAQ - Hotel-Dieu de Sorel,400 Av de l'Hotel-Dieu,,Sorel-Tracy,QC,J3P 1N5,,450-746-6000,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,46.046423,-73.096437,2019-03-11,84458,2020-05-06 15:18:55 UTC,P,,,2014-03-10,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,
ELEC,City of Brampton - Soccer Centre Recreation Facility,1495 Sandalwood Pkwy E,,Brampton,ON,L6R 0K2,,844-835-2348,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-9,43.74356,-79.768792,2019-04-09,84460,2019-09-11 22:27:59 UTC,LG,,,2017-06-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Tete d'Allumette Microbrasserie,265 Route 132 O,,St-Andre,QC,G0L 2H0,,418-493-2222,T,,TEMPORARILY UNAVAILABLE (Public),24 hours daily,Cash Debit M V,,,,,2,,,Non-Networked,,200-9,47.645857,-69.755034,2021-02-12,84461,2021-02-12 22:01:39 UTC,P,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,TEMPORAIREMENT SUSPENDU (Public),,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,$1 per hour,1$ par heure,,,,,,,,
LPG,Lougheed Husky,685 Lougheed Hwy,,Coquitlam,BC,V3K 3S5,,604-931-3321,E,,Public,"6am-10pm M-F, 7:30am-10pm Sat-Sun; Also accepts Husky & Superior Propane fleet cards",A Cash D Debit M V,,,,,,,,,,200-9,49.240329,-122.881907,2020-12-08,84462,2020-12-08 19:44:26 UTC,P,,,2017-02-01,,,true,,,CA,,"6:00-22:00 LUN-VEN, 7:30-22:00 SAM-DIM; Accepte aussi les cartes de flottes de Husky & Superior Propane",,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Mission Kelowna Husky,3802 Gordon Dr,,Kelowna,BC,V1W 3Y3,,250-448-7867,E,,Public,7:30am-9pm daily,A Cash CFN Comdata D Debit EFS M PacificPride PHH Proprietor TCH Tchek V Wright_Exp,,,,,,,,,,200-9,49.845223,-119.480988,2020-07-13,84463,2020-07-13 20:37:05 UTC,P,,,2008-03-28,,,true,,,CA,,7:30-21:00 tous les jours,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Petro-Canada,5111 Grant McConachie Way,,Richmond,BC,V7B 0A4,,604-231-8748,E,,Public,24 hours daily; Also accepts Petro Fleet Card,A ARI Cash Comdata Debit M PHH V,,,,,,,,,,200-9,49.19257,-123.171463,2020-09-03,84464,2020-09-03 19:46:38 UTC,P,,,2017-03-28,,,true,,,CA,,Accessible 24 heures par jour; Accepte aussi les cartes de flotte Petro,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Petro-Canada,3712 Highway 16,,Smithers,BC,V0J 2N0,,250-847-4477,E,,Public,"9am-5pm daily (winter), 9am-8pm daily (summer)",Cash CFN Comdata Debit EFS M PacificPride PHH TCH Tchek V Wright_Exp,,,,,,,,,,200-8,54.423068,-126.627575,2020-12-08,84466,2020-12-08 19:44:26 UTC,P,,,2003-03-28,,,true,,,CA,,"9:00-17:00 tous les jours (hiver), 9:00-20:00 tous les jours (Ã©tÃ©)",,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
ELEC,Excelsior Kitchens Limited,9640 201st St,,Langley,BC,V1M 3E8,,604-638-2699,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,49.178153,-122.663562,2020-07-13,84467,2020-07-13 20:37:05 UTC,P,,,2016-08-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,HES PV,320 Mary St,,Victoria,BC,V9A 3V9,,250-483-0871,E,,Private - Fleet customers only,8am-5:30pm M-F (private access only); available for public use outside of business hours,,,,,,1,,,Non-Networked,,200-9,48.429907,-123.38634,2020-07-13,84468,2020-07-13 20:37:05 UTC,P,,,2014-03-15,,,,,J1772,CA,,8:00-17:30 LUN-VEN (private access only); accessible pour usage public en dehors des heures d'ouvertures,,Privé - Réservé aux clients de parcs,,private,FLEET,,OFFICE_BLDG,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Island Savings,124 McPhillips Ave,,Salt Spring Island,BC,V8K 2T5,,250-537-5587,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,48.852901,-123.501083,2020-03-05,84472,2020-08-28 18:57:54 UTC,P,,,2015-09-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,BANK,,,,,,,Free,Gratuit,,,,,,,,
LPG,Propane Depot,1940 Main St,,Vancouver,BC,V5T 3B9,,604-872-0800,E,,Public,"8am-6pm M-F, 9am-6pm Sat, 10am-6pm Sun",Cash Debit M V,,,,,,,,,,200-9,49.267477,-123.100418,2021-01-07,84474,2021-01-07 16:08:57 UTC,P,,,2017-03-30,,,true,,,CA,,"8:00-18:00 LUN-VEN, 9:00-18:00 SAM, 10:00-18:00 DIM",,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
CNG,EBI Energie Inc - Montréal-Est,9000 Avenue Marien,North of Autoroute 40,Montréal-Est,QC,H1B 0A6,,855-836-8331,E,,Public - Credit card at all times,24 hours daily; Also accepts EBI client card,M V,,Q,3600,,,,,,,200-9,45.645277,-73.541152,2021-02-12,84475,2021-02-12 22:01:39 UTC,P,,,2013-03-31,,HD,,,,CA,Nord de lâ€™Autoroute 40,Accessible 24 heures par jour; Accepte aussi la carte client EBI,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,FUEL_RESELLER,2,,1642,,,,,,,,,Q,3600,HD,,
CNG,EBI Energie Inc - Berthierville,61 rue Notre-Dame,On Rd 138 and East of Autoroute 40,Berthierville,QC,J0K 1A0,,855-836-8331,E,,Public - Credit card at all times,24 hours daily; Also accepts EBI client card,M V,,Q,3600,,,,,,,200-9,46.092263,-73.174653,2021-02-12,84476,2021-02-12 22:01:39 UTC,P,,,2013-03-31,,HD,,,,CA,Sur la route 138 et Ã  lâ€™est de lâ€™Autoroute 40,Accessible 24 heures par jour; Accepte aussi la carte client EBI,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,FUEL_RESELLER,2,,1607,,,,,,,,,Q,3600,HD,,
LNG,Gaz Métro - Westport Innovations,Private,Along the 401 Corridor,Boucherville,QC,J4B 5H3,,,E,,Private,,,,,,,,,,,,200-5,45.593497,-73.431559,2020-08-10,84477,2021-02-01 15:21:32 UTC,P,,,2018-03-15,,HD,,,,CA,Le long du couloir 401,,,Privé,,private,,,FUEL_RESELLER,,,,,,,,,,,,,,,HD,
LPG,Ross Rd Husky,2610 Ross Rd,,West Kelowna,BC,V1Z 1M3,,250-769-5233,E,,Public,"9am-6:30pm M-Sat, 9am-6pm Sun; Also accepts HuskyPRO fleet card",A ARI Cash CFN Comdata Debit EFS M PacificPride PHH TCH Tchek V Wright_Exp,,,,,,,,,,GPS,49.86226741272372,-119.5766806111145,2020-07-13,84478,2020-07-13 20:37:05 UTC,P,,,2017-03-28,,,true,,,CA,,"9:00-18:30 LUN-SAM, 9:00-18:00 DIM; Accepte aussi les cartes de flotte HuskyPRO",,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
ELEC,OpenRoad Audi,3701 Lougheed Hwy,,Burnaby,BC,V5C 0J4,,604-293-2834,E,,Public - Call ahead,"7am-8pm M-F, 7am-6pm Sat, 12pm-5pm Sun",,,,,,2,,,Non-Networked,,200-8,49.265868,-123.02349,2020-07-13,84480,2020-07-13 20:37:05 UTC,P,,,2018-05-23,,,,,J1772,CA,,"7:00-20:00 LUN-VEN, 7:00-18:00 SAM, 12:00-17:00 DIM",,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
LPG,Big River Service,1 Highway 3,Lot 3,Fort Providence,NT,X0E 0L0,,867-699-4301,E,,Public,6am-12am daily (Nov-Apr); 24 hours daily (May-Oct); Also accepts Shell fleet cards,A Cash D Debit M Proprietor V,,,,,,,,,,GPS,62.471785800000006,-114.4361345539673,2020-01-06,84481,2020-04-14 22:13:47 UTC,P,,,2015-03-15,,,true,,,CA,Lot 3,6:00-00:00 tous les jours (NOV-AVR); Accessible 24 heures par jour(MAI-OCT); Acceptez les cartes de flotte Shell,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Smart Gas,6869 Canada Way,,Burnaby,BC,V5E 3R3,,604-526-3244,E,,Public - Credit card at all times,"6am-8pm M-F, 8am-8pm Sat-Sun",CFN Debit M PacificPride V Wright_Exp,,,,,,,,,,200-9,49.226728,-122.944842,2020-12-08,84485,2020-12-08 19:44:26 UTC,P,,,2017-03-30,,,true,,,CA,,"6:00-20:00 LUN-VEN, 8:00-20:00 SAM-DIM",,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,
LPG,Petro-Canada,599 boul. Laure,,Sept-Iles,QC,G4R 1X6,,418-960-0055,E,,Public,"5:30am-10pm M-F, 7am-10pm Sat, 7:30am-11pm Sun",A Cash CFN Comdata Debit M PacificPride PHH SuperPass TCH Tchek V,,,,,,,,,,200-9,50.215345,-66.379115,2020-04-10,84486,2020-04-14 22:13:47 UTC,P,,,1997-03-15,,,false,,,CA,,"5:30-22:00 LUN-VEN, 7:00-22:00 SAM, 7:30-23:00 DIM",,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,
